Format Version,1.1,Take Name,Take 2021-09-15 03.19.26 PM,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-09-15 03.19.26.638 PM,Total Frames,4065,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_2,Marker_2,Marker_2,Marker_1,Marker_1,Marker_1,Marker_3,Marker_3,Marker_3
,,"8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702811","8392B20CF49E35702811","8392B20CF49E35702811"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
3400,34.000000,-0.341815,1.017475,1.092263,-0.348968,1.154823,1.055361,-0.259941,0.899148,1.088047
3401,34.010000,-0.340961,1.017603,1.092589,-0.349078,1.154893,1.055492,-0.256890,0.901227,1.088326
3402,34.020000,-0.340380,1.017694,1.092709,-0.349145,1.154948,1.055631,-0.253962,0.903281,1.088575
3403,34.030000,-0.340011,1.017857,1.092982,-0.349223,1.155054,1.055756,-0.251142,0.905502,1.088964
3404,34.040000,-0.339696,1.018039,1.093225,-0.349274,1.155123,1.055858,-0.248220,0.907848,1.089246
3405,34.050000,-0.339333,1.018196,1.093482,-0.349338,1.155231,1.056003,-0.245776,0.910229,1.089481
3406,34.060000,-0.339072,1.018367,1.093808,-0.349551,1.155348,1.056170,-0.242940,0.912647,1.089779
3407,34.070000,-0.338830,1.018586,1.094156,-0.349694,1.155455,1.056271,-0.239581,0.915127,1.090335
3408,34.080000,-0.338389,1.018754,1.094483,-0.349844,1.155552,1.056428,-0.236076,0.917709,1.090826
3409,34.090000,-0.337321,1.018933,1.094990,-0.349945,1.155654,1.056554,-0.233346,0.920332,1.091327
3410,34.100000,-0.336955,1.019121,1.095243,-0.350141,1.155802,1.056737,-0.231395,0.923041,1.091741
3411,34.110000,-0.336638,1.019310,1.095512,-0.350277,1.155918,1.056853,-0.229190,0.925798,1.092044
3412,34.120000,-0.336709,1.019726,1.095904,-0.350417,1.156074,1.057026,-0.227237,0.928571,1.092332
3413,34.130000,-0.336485,1.019933,1.096173,-0.350479,1.156210,1.057175,-0.224925,0.931481,1.092624
3414,34.140000,-0.336291,1.020179,1.096512,-0.350542,1.156367,1.057326,-0.222655,0.934378,1.092998
3415,34.150000,-0.336137,1.020410,1.096812,-0.350662,1.156536,1.057473,-0.221355,0.937072,1.093350
3416,34.160000,-0.335988,1.020645,1.097078,-0.350759,1.156696,1.057598,-0.220325,0.939604,1.093669
3417,34.170000,-0.335956,1.020990,1.097426,-0.350828,1.156869,1.057695,-0.219058,0.941993,1.093632
3418,34.180000,-0.335830,1.021278,1.097687,-0.350991,1.157089,1.057809,-0.213559,0.946756,1.094594
3419,34.190000,-0.335633,1.021541,1.097918,-0.351084,1.157276,1.057886,-0.211962,0.949806,1.094796
3420,34.200000,-0.335543,1.021769,1.098046,-0.351191,1.157495,1.057964,-0.210510,0.952565,1.094875
3421,34.210000,-0.335373,1.021957,1.098200,-0.351260,1.157680,1.058045,-0.209272,0.955562,1.095004
3422,34.220000,-0.334557,1.022214,1.098719,-0.351308,1.157881,1.058099,-0.207978,0.958447,1.095224
3423,34.230000,-0.334491,1.022413,1.098897,-0.351344,1.158066,1.058166,-0.206693,0.961243,1.095218
3424,34.240000,-0.334392,1.022640,1.099092,-0.351362,1.158235,1.058251,-0.205586,0.964233,1.095151
3425,34.250000,-0.334223,1.022796,1.099198,-0.351350,1.158378,1.058322,-0.204528,0.966961,1.095159
3426,34.260000,-0.334125,1.022988,1.099329,-0.351390,1.158501,1.058378,-0.203408,0.969748,1.095380
3427,34.270000,-0.333952,1.023171,1.099443,-0.351361,1.158624,1.058420,-0.202553,0.972494,1.095292
3428,34.280000,-0.333824,1.023335,1.099541,-0.351403,1.158748,1.058463,-0.201740,0.975024,1.095307
3429,34.290000,-0.333632,1.023515,1.099597,-0.351416,1.158875,1.058500,-0.200882,0.977732,1.095200
3430,34.300000,-0.333526,1.023669,1.099708,-0.351511,1.158996,1.058538,-0.200258,0.980255,1.095100
3431,34.310000,-0.333437,1.023814,1.099781,-0.351510,1.159114,1.058558,-0.199520,0.982821,1.095124
3432,34.320000,-0.333340,1.023964,1.099877,-0.351572,1.159229,1.058572,-0.198977,0.985487,1.095061
3433,34.330000,-0.333264,1.024062,1.099939,-0.351607,1.159319,1.058593,-0.198496,0.987923,1.095069
3434,34.340000,-0.333252,1.024205,1.100007,-0.351596,1.159415,1.058589,-0.198123,0.990340,1.094899
3435,34.350000,-0.333230,1.024347,1.100057,-0.351678,1.159526,1.058604,-0.197804,0.992843,1.094769
3436,34.360000,-0.333427,1.024636,1.100179,-0.351751,1.159665,1.058601,-0.197510,0.994951,1.094482
3437,34.370000,-0.333485,1.024787,1.100232,-0.351876,1.159796,1.058615,-0.197384,0.997285,1.094273
3438,34.380000,-0.333598,1.024962,1.100273,-0.351978,1.159979,1.058635,-0.197218,0.999482,1.094056
3439,34.390000,-0.333718,1.025096,1.100285,-0.352113,1.160110,1.058636,-0.197344,1.001531,1.093858
3440,34.400000,-0.334092,1.025385,1.100335,-0.352264,1.160252,1.058590,-0.198792,1.003353,1.093329
3441,34.410000,-0.334282,1.025496,1.100343,-0.352411,1.160402,1.058503,-0.197624,1.005667,1.093315
3442,34.420000,-0.334789,1.025390,1.099940,-0.352826,1.160521,1.058428,-0.199139,1.007352,1.092750
3443,34.430000,-0.335206,1.025531,1.099841,-0.353224,1.160641,1.058325,-0.199635,1.009200,1.092579
3444,34.440000,-0.335720,1.025564,1.099703,-0.353566,1.160743,1.058209,-0.200159,1.010983,1.092474
3445,34.450000,-0.336260,1.025658,1.099549,-0.353899,1.160872,1.058127,-0.200837,1.012809,1.091940
3446,34.460000,-0.336834,1.025712,1.099372,-0.354115,1.160977,1.057995,-0.201294,1.014705,1.091685
3447,34.470000,-0.337603,1.025816,1.099212,-0.354454,1.161132,1.057869,-0.202001,1.016288,1.091522
3448,34.480000,-0.338382,1.025935,1.098959,-0.354872,1.161298,1.057699,-0.202439,1.018265,1.091331
3449,34.490000,-0.339107,1.026050,1.098782,-0.355358,1.161479,1.057560,-0.202599,1.020335,1.088819
3450,34.500000,-0.339966,1.026141,1.098453,-0.355809,1.161614,1.057367,-0.203268,1.022236,1.088830
3451,34.510000,-0.340953,1.026222,1.098160,-0.356269,1.161724,1.057198,-0.204340,1.023549,1.088689
3452,34.520000,-0.341994,1.026316,1.097842,-0.356748,1.161796,1.057058,-0.205455,1.024913,1.088739
3453,34.530000,-0.343086,1.026508,1.097602,-0.357433,1.161890,1.056867,-0.207519,1.025255,1.086006
3454,34.540000,-0.344073,1.026824,1.097738,-0.358028,1.161991,1.056690,-0.208889,1.026267,1.085677
3455,34.550000,-0.343935,1.027070,1.097992,-0.358585,1.162181,1.056472,-0.210138,1.027297,1.085186
3456,34.560000,-0.345900,1.026505,1.095933,-0.359192,1.162340,1.056289,-0.211289,1.028399,1.084582
3457,34.570000,-0.346917,1.026593,1.095671,-0.359667,1.162486,1.056121,-0.212362,1.029377,1.084096
3458,34.580000,-0.347714,1.026671,1.095442,-0.360096,1.162669,1.055998,-0.212940,1.030419,1.083875
3459,34.590000,-0.348456,1.026797,1.095237,-0.360486,1.162817,1.055902,-0.214215,1.031946,1.084301
3460,34.600000,-0.349131,1.026887,1.095139,-0.361095,1.162992,1.055844,-0.215243,1.033092,1.083875
3461,34.610000,-0.349699,1.026987,1.095060,-0.361514,1.163177,1.055762,-0.216526,1.034379,1.083287
3462,34.620000,-0.350281,1.027110,1.094998,-0.361885,1.163375,1.055732,-0.217524,1.035265,1.083125
3463,34.630000,-0.350836,1.027298,1.094931,-0.362246,1.163588,1.055708,-0.216109,1.038092,1.084317
3464,34.640000,-0.351446,1.027538,1.094890,-0.362662,1.163860,1.055677,-0.216845,1.039076,1.084000
3465,34.650000,-0.351898,1.027814,1.094867,-0.363044,1.164148,1.055649,-0.217445,1.040151,1.083902
3466,34.660000,-0.352253,1.028071,1.094910,-0.363274,1.164391,1.055614,-0.217971,1.041081,1.083641
3467,34.670000,-0.352634,1.028299,1.094923,-0.363548,1.164618,1.055604,-0.218570,1.042090,1.083508
3468,34.680000,-0.352953,1.028488,1.094960,-0.363695,1.164815,1.055597,-0.219157,1.042911,1.083236
3469,34.690000,-0.353038,1.028591,1.094950,-0.363930,1.164989,1.055594,-0.219310,1.043506,1.083081
3470,34.700000,-0.353454,1.028796,1.094985,-0.364403,1.165242,1.055607,-0.220001,1.044604,1.083020
3471,34.710000,-0.353828,1.028949,1.095025,-0.364758,1.165409,1.055621,-0.220615,1.045405,1.083036
3472,34.720000,-0.353828,1.028949,1.095025,-0.364758,1.165409,1.055621,-0.220615,1.045405,1.083036
3473,34.730000,-0.353941,1.029068,1.094997,-0.365033,1.165540,1.055611,-0.220773,1.045805,1.083047
3474,34.740000,-0.354026,1.029246,1.094971,-0.365325,1.165687,1.055609,-0.220828,1.046173,1.083082
3475,34.750000,-0.354060,1.029383,1.095014,-0.365516,1.165791,1.055578,-0.220836,1.046503,1.083116
3476,34.760000,-0.353978,1.029485,1.095059,-0.365561,1.165878,1.055565,-0.220793,1.046808,1.083261
3477,34.770000,-0.353995,1.029614,1.095181,-0.365552,1.165936,1.055566,-0.220720,1.046996,1.083265
3478,34.780000,-0.353695,1.029657,1.095255,-0.365525,1.165997,1.055590,-0.220529,1.047257,1.083209
3479,34.790000,-0.353545,1.029718,1.095362,-0.365430,1.166019,1.055615,-0.220398,1.047310,1.083233
3480,34.800000,-0.353362,1.029767,1.095428,-0.365271,1.166039,1.055672,-0.220241,1.047219,1.083225
3481,34.810000,-0.353169,1.029782,1.095502,-0.365161,1.166042,1.055716,-0.220032,1.046958,1.083115
3482,34.820000,-0.352955,1.029776,1.095553,-0.365055,1.166051,1.055765,-0.219852,1.046701,1.083084
3483,34.830000,-0.352807,1.029797,1.095576,-0.364903,1.166035,1.055775,-0.219583,1.046394,1.083089
3484,34.840000,-0.352742,1.029806,1.095626,-0.364730,1.166000,1.055793,-0.219360,1.046037,1.083034
3485,34.850000,-0.352459,1.029725,1.095613,-0.364573,1.165955,1.055787,-0.219165,1.045690,1.083031
3486,34.860000,-0.352450,1.029676,1.095633,-0.364353,1.165827,1.055742,-0.218852,1.045218,1.082968
3487,34.870000,-0.352309,1.029520,1.095586,-0.364168,1.165685,1.055713,-0.218692,1.044614,1.082820
3488,34.880000,-0.352223,1.029299,1.095537,-0.363877,1.165510,1.055673,-0.218527,1.043942,1.082733
3489,34.890000,-0.352211,1.029117,1.095381,-0.363678,1.165335,1.055609,-0.218402,1.043271,1.082652
3490,34.900000,-0.352198,1.028910,1.095235,-0.363497,1.165152,1.055540,-0.218444,1.042225,1.082547
3491,34.910000,-0.352205,1.028668,1.095050,-0.363194,1.164914,1.055469,-0.218253,1.041347,1.082436
3492,34.920000,-0.352257,1.028377,1.094788,-0.363021,1.164711,1.055387,-0.218162,1.040527,1.082347
3493,34.930000,-0.352448,1.029039,1.096050,-0.362706,1.164487,1.055341,-0.218083,1.039503,1.082266
3494,34.940000,-0.353503,1.028831,1.095851,-0.362538,1.164278,1.055251,-0.218064,1.038169,1.082115
3495,34.950000,-0.353280,1.028274,1.095124,-0.362232,1.164012,1.055183,-0.219825,1.035220,1.080474
3496,34.960000,-0.352898,1.027696,1.094806,-0.361976,1.163758,1.055132,-0.219692,1.034221,1.080462
3497,34.970000,-0.352435,1.026937,1.094407,-0.361649,1.163445,1.055040,-0.219530,1.033219,1.080543
3498,34.980000,-0.352491,1.026507,1.094087,-0.361248,1.163101,1.054973,-0.219394,1.032034,1.080593
3499,34.990000,-0.352583,1.026196,1.093828,-0.360922,1.162791,1.054899,-0.219649,1.030756,1.080011
3500,35.000000,-0.352194,1.025615,1.093741,-0.360752,1.162453,1.054776,-0.219934,1.030458,1.081015
3501,35.010000,-0.352048,1.025102,1.093567,-0.360447,1.162157,1.054723,-0.220215,1.029896,1.081302
3502,35.020000,-0.352116,1.024787,1.093379,-0.360101,1.161877,1.054645,-0.221738,1.029448,1.081375
3503,35.030000,-0.352231,1.024549,1.093216,-0.359662,1.161599,1.054627,-0.219989,1.027737,1.081371
3504,35.040000,-0.352476,1.024365,1.092994,-0.359339,1.161353,1.054562,-0.219470,1.026500,1.081093
3505,35.050000,-0.352670,1.024164,1.092216,-0.358914,1.161132,1.054532,-0.219193,1.025503,1.080876
3506,35.060000,-0.352020,1.023505,1.092722,-0.358494,1.160892,1.054518,-0.219495,1.024122,1.080802
3507,35.070000,-0.352400,1.023432,1.092618,-0.358165,1.160694,1.054454,-0.219231,1.022658,1.080774
3508,35.080000,-0.352524,1.023357,1.092455,-0.357839,1.160482,1.054408,-0.218872,1.020887,1.080778
3509,35.090000,-0.352492,1.023216,1.092345,-0.357575,1.160312,1.054356,-0.218008,1.017757,1.081146
3510,35.100000,-0.352437,1.023014,1.092217,-0.357339,1.160153,1.054289,-0.217810,1.015337,1.081379
3511,35.110000,-0.352276,1.022757,1.092097,-0.357193,1.160007,1.054293,-0.217684,1.012892,1.081345
3512,35.120000,-0.352143,1.022551,1.092009,-0.356808,1.159858,1.054263,-0.217506,1.010229,1.081477
3513,35.130000,-0.351999,1.022341,1.091886,-0.356613,1.159724,1.054310,-0.217413,1.007685,1.081612
3514,35.140000,-0.351931,1.022151,1.091810,-0.356340,1.159559,1.054335,-0.218793,1.005188,1.081739
3515,35.150000,-0.351851,1.021936,1.091699,-0.356199,1.159404,1.054291,-0.217511,1.002289,1.081747
3516,35.160000,-0.351256,1.021614,1.091658,-0.356008,1.159220,1.054278,-0.219188,1.000209,1.081794
3517,35.170000,-0.351125,1.021430,1.091528,-0.355837,1.159055,1.054250,-0.218888,0.997534,1.082173
3518,35.180000,-0.350952,1.021277,1.091358,-0.355771,1.158931,1.054206,-0.219141,0.995162,1.082250
3519,35.190000,-0.350817,1.021160,1.091312,-0.355628,1.158805,1.054157,-0.219278,0.992886,1.082287
3520,35.200000,-0.350710,1.021097,1.091253,-0.355496,1.158746,1.054121,-0.219307,0.990185,1.082561
3521,35.210000,-0.350631,1.021015,1.091267,-0.355247,1.158656,1.054138,-0.219578,0.987668,1.082615
3522,35.220000,-0.350517,1.020902,1.091246,-0.354867,1.158552,1.054181,-0.219543,0.985376,1.082739
3523,35.230000,-0.350419,1.020791,1.091248,-0.354493,1.158432,1.054226,-0.219883,0.982860,1.082918
3524,35.240000,-0.350270,1.020706,1.091301,-0.354182,1.158342,1.054275,-0.220227,0.980566,1.083050
3525,35.250000,-0.350172,1.020635,1.091351,-0.353845,1.158220,1.054317,-0.220564,0.978288,1.083219
3526,35.260000,-0.350035,1.020509,1.091375,-0.353531,1.158100,1.054365,-0.221276,0.976047,1.083405
3527,35.270000,-0.349972,1.020444,1.091436,-0.353276,1.158025,1.054388,-0.221410,0.973770,1.083451
3528,35.280000,-0.349837,1.020376,1.091462,-0.352929,1.157925,1.054427,-0.221959,0.971453,1.083663
3529,35.290000,-0.349739,1.020285,1.091540,-0.352555,1.157823,1.054471,-0.222483,0.968896,1.083828
3530,35.300000,-0.349614,1.020168,1.091573,-0.352185,1.157702,1.054491,-0.223075,0.966634,1.083938
3531,35.310000,-0.349478,1.020038,1.091597,-0.351862,1.157583,1.054555,-0.223485,0.964079,1.084242
3532,35.320000,-0.349388,1.019889,1.091582,-0.351532,1.157419,1.054615,-0.224631,0.961447,1.083936
3533,35.330000,-0.349308,1.019729,1.091577,-0.351177,1.157243,1.054636,-0.225340,0.958924,1.083726
3534,35.340000,-0.349249,1.019531,1.091539,-0.350780,1.157048,1.054637,-0.226233,0.956462,1.083623
3535,35.350000,-0.349215,1.019338,1.091476,-0.350397,1.156844,1.054678,-0.226964,0.954012,1.083725
3536,35.360000,-0.349194,1.019149,1.091421,-0.350093,1.156669,1.054674,-0.227823,0.951739,1.083772
3537,35.370000,-0.349201,1.018973,1.091260,-0.349805,1.156549,1.054700,-0.228710,0.949349,1.083586
3538,35.380000,-0.349160,1.018851,1.091297,-0.349465,1.156390,1.054729,-0.229722,0.947153,1.083591
3539,35.390000,-0.349158,1.018703,1.091233,-0.349205,1.156252,1.054768,-0.230505,0.944866,1.083389
3540,35.400000,-0.348547,1.018178,1.090971,-0.348921,1.156130,1.054800,-0.231427,0.942583,1.083637
3541,35.410000,-0.348553,1.018044,1.090900,-0.348600,1.155972,1.054846,-0.233179,0.939590,1.083079
3542,35.420000,-0.348472,1.017900,1.090898,-0.348238,1.155807,1.054927,-0.234151,0.937606,1.083265
3543,35.430000,-0.348086,1.017790,1.090955,-0.347961,1.155691,1.054974,-0.234617,0.935672,1.083478
3544,35.440000,-0.347769,1.017660,1.090909,-0.347603,1.155584,1.055028,-0.235342,0.933644,1.083602
3545,35.450000,-0.347485,1.017532,1.090896,-0.347216,1.155469,1.055088,-0.236199,0.931572,1.083545
3546,35.460000,-0.347184,1.017415,1.090879,-0.346785,1.155357,1.055129,-0.237321,0.929302,1.083440
3547,35.470000,-0.346334,1.017260,1.090792,-0.346355,1.155245,1.055175,-0.238569,0.927189,1.083355
3548,35.480000,-0.345960,1.017130,1.090730,-0.345789,1.155111,1.055176,-0.240089,0.925095,1.083216
3549,35.490000,-0.345584,1.017032,1.090701,-0.345282,1.154989,1.055208,-0.241800,0.923107,1.083019
3550,35.500000,-0.345324,1.016956,1.090760,-0.344769,1.154885,1.055223,-0.242855,0.921104,1.082967
3551,35.510000,-0.344980,1.016819,1.090760,-0.344146,1.154740,1.055224,-0.244180,0.919084,1.082765
3552,35.520000,-0.344546,1.016633,1.090674,-0.343609,1.154600,1.055231,-0.245342,0.917090,1.082708
3553,35.530000,-0.344119,1.016474,1.090653,-0.343091,1.154438,1.055209,-0.246462,0.915133,1.082529
3554,35.540000,-0.343719,1.016348,1.090636,-0.342611,1.154309,1.055211,-0.247255,0.912991,1.082456
3555,35.550000,-0.343148,1.016210,1.090593,-0.342090,1.154183,1.055178,-0.248264,0.910907,1.082331
3556,35.560000,-0.342683,1.016107,1.090625,-0.341561,1.154030,1.055173,-0.249191,0.908972,1.082482
3557,35.570000,-0.342257,1.016009,1.090648,-0.340942,1.153934,1.055168,-0.250484,0.906971,1.082184
3558,35.580000,-0.341769,1.015869,1.090625,-0.340334,1.153819,1.055199,-0.251835,0.905119,1.082037
3559,35.590000,-0.341282,1.015783,1.090612,-0.339694,1.153715,1.055228,-0.253080,0.903388,1.082099
3560,35.600000,-0.340418,1.015627,1.090497,-0.338952,1.153598,1.055201,-0.254360,0.901697,1.082091
3561,35.610000,-0.339800,1.015533,1.090490,-0.338345,1.153480,1.055187,-0.255802,0.899893,1.081890
3562,35.620000,-0.339411,1.015470,1.090478,-0.337745,1.153364,1.055155,-0.257332,0.898283,1.081835
3563,35.630000,-0.338944,1.015374,1.090410,-0.337218,1.153279,1.055110,-0.258804,0.896621,1.081690
3564,35.640000,-0.338460,1.015342,1.090367,-0.336771,1.153196,1.055043,-0.260287,0.895033,1.081450
3565,35.650000,-0.337589,1.015215,1.090189,-0.336342,1.153118,1.055004,-0.262294,0.893442,1.081437
3566,35.660000,-0.337230,1.015140,1.090022,-0.335906,1.153065,1.054934,-0.263936,0.891897,1.081204
3567,35.670000,-0.336922,1.015050,1.089881,-0.335468,1.152979,1.054855,-0.265793,0.890310,1.081151
3568,35.680000,-0.336686,1.014981,1.089708,-0.335088,1.152925,1.054767,-0.267802,0.888910,1.080980
3569,35.690000,-0.336527,1.014896,1.089555,-0.334692,1.152830,1.054691,-0.269693,0.887560,1.080884
3570,35.700000,-0.336611,1.014789,1.089336,-0.334349,1.152768,1.054536,-0.271637,0.886258,1.080649
3571,35.710000,-0.336561,1.014740,1.089203,-0.333973,1.152703,1.054423,-0.273582,0.884958,1.080621
3572,35.720000,-0.336546,1.014645,1.089063,-0.333676,1.152613,1.054279,-0.275740,0.883771,1.080478
3573,35.730000,-0.336470,1.014557,1.088897,-0.333415,1.152545,1.054191,-0.277660,0.882669,1.080269
3574,35.740000,-0.336438,1.014443,1.088750,-0.333223,1.152448,1.054120,-0.279834,0.881521,1.080186
3575,35.750000,-0.336262,1.014253,1.088561,-0.333039,1.152381,1.054096,-0.281938,0.880433,1.080065
3576,35.760000,-0.336262,1.014143,1.088420,-0.332819,1.152259,1.054050,-0.283891,0.879368,1.079911
3577,35.770000,-0.336280,1.014067,1.088335,-0.332655,1.152214,1.054024,-0.286054,0.878429,1.079878
3578,35.780000,-0.336320,1.013899,1.088195,-0.332490,1.152131,1.053986,-0.288257,0.877503,1.079714
3579,35.790000,-0.336459,1.013822,1.088041,-0.332377,1.152063,1.053919,-0.290387,0.876647,1.079554
3580,35.800000,-0.336915,1.013771,1.087922,-0.332318,1.151975,1.053847,-0.292868,0.875842,1.079329
3581,35.810000,-0.337570,1.013700,1.087722,-0.332347,1.151943,1.053781,-0.295224,0.875095,1.078984
3582,35.820000,-0.338118,1.013565,1.087495,-0.332561,1.151884,1.053737,-0.298022,0.874385,1.078637
3583,35.830000,-0.338479,1.013296,1.087121,-0.332929,1.151853,1.053696,-0.300674,0.873797,1.078342
3584,35.840000,-0.340744,1.013678,1.087199,-0.333379,1.151814,1.053659,-0.303518,0.873231,1.077897
3585,35.850000,-0.342096,1.013593,1.086792,-0.334054,1.151766,1.053650,-0.306426,0.872676,1.077637
3586,35.860000,-0.343639,1.013627,1.086457,-0.334811,1.151789,1.053631,-0.309050,0.872111,1.077196
3587,35.870000,-0.345217,1.013606,1.086148,-0.335750,1.151813,1.053592,-0.312518,0.871762,1.076882
3588,35.880000,-0.346601,1.013585,1.085929,-0.336671,1.151810,1.053525,-0.315864,0.871570,1.076504
3589,35.890000,-0.347754,1.013482,1.085636,-0.337716,1.151876,1.053496,-0.318770,0.871265,1.076311
3590,35.900000,-0.349973,1.013613,1.085288,-0.338641,1.151934,1.053468,-0.321216,0.870965,1.076219
3591,35.910000,-0.351182,1.013660,1.085173,-0.339349,1.151960,1.053513,-0.323735,0.870688,1.076117
3592,35.920000,-0.352267,1.013759,1.085061,-0.339883,1.152010,1.053573,-0.326200,0.870513,1.076002
3593,35.930000,-0.353248,1.013812,1.085136,-0.340437,1.152035,1.053675,-0.328529,0.870306,1.076055
3594,35.940000,-0.354126,1.013862,1.085213,-0.340906,1.152079,1.053823,-0.330290,0.869872,1.075786
3595,35.950000,-0.355078,1.014055,1.085348,-0.341149,1.152090,1.053963,-0.333372,0.870119,1.075940
3596,35.960000,-0.357266,1.014324,1.085094,-0.341385,1.152140,1.054090,-0.335657,0.870031,1.075938
3597,35.970000,-0.357208,1.014193,1.085244,-0.341490,1.152153,1.054148,-0.337833,0.869862,1.075863
3598,35.980000,-0.357711,1.014164,1.085212,-0.341585,1.152172,1.054183,-0.339929,0.869847,1.075793
3599,35.990000,-0.358416,1.014228,1.085191,-0.341705,1.152173,1.054172,-0.341935,0.869782,1.075678
3600,36.000000,-0.359166,1.014288,1.085182,-0.341867,1.152187,1.054224,-0.343983,0.869701,1.075478
3601,36.010000,-0.359824,1.014327,1.085082,-0.342148,1.152155,1.054264,-0.345856,0.869523,1.075279
3602,36.020000,-0.360716,1.014429,1.085015,-0.342498,1.152138,1.054291,-0.347831,0.869522,1.074968
3603,36.030000,-0.361575,1.014415,1.084837,-0.342868,1.152107,1.054311,-0.349554,0.869477,1.074633
3604,36.040000,-0.362782,1.014417,1.084552,-0.343231,1.152107,1.054307,-0.351115,0.869443,1.074209
3605,36.050000,-0.363966,1.014461,1.084249,-0.343810,1.152119,1.054248,-0.352844,0.869412,1.073827
3606,36.060000,-0.364873,1.014502,1.084074,-0.344339,1.152157,1.054156,-0.354611,0.869520,1.073553
3607,36.070000,-0.365787,1.014569,1.083904,-0.344883,1.152163,1.054053,-0.356260,0.869525,1.073217
3608,36.080000,-0.366591,1.014596,1.083713,-0.345464,1.152218,1.053998,-0.357760,0.869539,1.072947
3609,36.090000,-0.367446,1.014629,1.083431,-0.346113,1.152229,1.053948,-0.359003,0.869549,1.072672
3610,36.100000,-0.368983,1.014601,1.082994,-0.346782,1.152239,1.053922,-0.360244,0.869563,1.072339
3611,36.110000,-0.369831,1.014581,1.082781,-0.347211,1.152190,1.053921,-0.361383,0.869557,1.072049
3612,36.120000,-0.370462,1.014553,1.082602,-0.347704,1.152131,1.053931,-0.362411,0.869513,1.071817
3613,36.130000,-0.371029,1.014549,1.082451,-0.348165,1.152050,1.053890,-0.363360,0.869420,1.071547
3614,36.140000,-0.371568,1.014517,1.082328,-0.348700,1.152022,1.053826,-0.364203,0.869395,1.071329
3615,36.150000,-0.372041,1.014483,1.082248,-0.349253,1.151990,1.053727,-0.364920,0.869338,1.071125
3616,36.160000,-0.372631,1.014418,1.082166,-0.349740,1.151961,1.053735,-0.365539,0.869294,1.070934
3617,36.170000,-0.374990,1.014792,1.081903,-0.350283,1.151922,1.053744,-0.366033,0.869239,1.070781
3618,36.180000,-0.375581,1.014696,1.081785,-0.350785,1.151872,1.053748,-0.366398,0.869164,1.070651
3619,36.190000,-0.376140,1.014610,1.081705,-0.351413,1.151841,1.053790,-0.366814,0.869114,1.070530
3620,36.200000,-0.375494,1.014078,1.081678,-0.352091,1.151823,1.053800,-0.367093,0.869015,1.070422
3621,36.210000,-0.375888,1.014014,1.081612,-0.352654,1.151807,1.053824,-0.367267,0.868979,1.070362
3622,36.220000,-0.376215,1.013911,1.081548,-0.353173,1.151744,1.053824,-0.367341,0.868894,1.070295
3623,36.230000,-0.376431,1.013820,1.081510,-0.353816,1.151722,1.053840,-0.367288,0.868831,1.070291
3624,36.240000,-0.376652,1.013718,1.081487,-0.354459,1.151678,1.053869,-0.367105,0.868755,1.070271
3625,36.250000,-0.376718,1.013588,1.081525,-0.354854,1.151607,1.053941,-0.366855,0.868684,1.070301
3626,36.260000,-0.376698,1.013464,1.081511,-0.355101,1.151529,1.054036,-0.366484,0.868589,1.070343
3627,36.270000,-0.376625,1.013348,1.081599,-0.355306,1.151454,1.054123,-0.366002,0.868500,1.070413
3628,36.280000,-0.376407,1.013219,1.081649,-0.355275,1.151341,1.054183,-0.365360,0.868388,1.070508
3629,36.290000,-0.376132,1.013113,1.081718,-0.355360,1.151304,1.054250,-0.364538,0.868299,1.070682
3630,36.300000,-0.375760,1.012993,1.081802,-0.355169,1.151165,1.054308,-0.363504,0.868142,1.070842
3631,36.310000,-0.376432,1.013282,1.081875,-0.355055,1.151105,1.054380,-0.362407,0.868046,1.070999
3632,36.320000,-0.375757,1.013119,1.082024,-0.354881,1.151007,1.054450,-0.361267,0.867955,1.071152
3633,36.330000,-0.374997,1.012980,1.082211,-0.354598,1.150921,1.054537,-0.359914,0.867872,1.071355
3634,36.340000,-0.372621,1.012525,1.082674,-0.354323,1.150833,1.054649,-0.358389,0.867782,1.071616
3635,36.350000,-0.371905,1.012412,1.082807,-0.353944,1.150752,1.054755,-0.356957,0.867770,1.071793
3636,36.360000,-0.371171,1.012291,1.083009,-0.353646,1.150683,1.054870,-0.355398,0.867764,1.072017
3637,36.370000,-0.370395,1.012213,1.083223,-0.353313,1.150618,1.054959,-0.353834,0.867724,1.072257
3638,36.380000,-0.370441,1.012372,1.083351,-0.352995,1.150579,1.055062,-0.352360,0.867666,1.072549
3639,36.390000,-0.369473,1.012260,1.083641,-0.352778,1.150523,1.055169,-0.350763,0.867629,1.072839
3640,36.400000,-0.367248,1.011977,1.084214,-0.352533,1.150462,1.055272,-0.348991,0.867628,1.073232
3641,36.410000,-0.366432,1.011825,1.084380,-0.352236,1.150418,1.055373,-0.347354,0.867646,1.073577
3642,36.420000,-0.365720,1.011775,1.084587,-0.352055,1.150420,1.055458,-0.345654,0.867616,1.073991
