Format Version,1.1,Take Name,Take 2021-09-15 03.19.26 PM,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-09-15 03.19.26.638 PM,Total Frames,4065,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_2,Marker_2,Marker_2,Marker_1,Marker_1,Marker_1,Marker_3,Marker_3,Marker_3
,,"8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702811","8392B20CF49E35702811","8392B20CF49E35702811"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
982,9.820000,-0.351271,1.026027,1.084695,-0.348793,1.165691,1.055016,-0.324834,0.883217,1.069640
983,9.830000,-0.351218,1.026018,1.084651,-0.348752,1.165702,1.054983,-0.324845,0.883193,1.069599
984,9.840000,-0.351234,1.026039,1.084651,-0.348713,1.165704,1.054962,-0.324757,0.883084,1.069523
985,9.850000,-0.351217,1.026038,1.084649,-0.348668,1.165707,1.054940,-0.324890,0.883189,1.069577
986,9.860000,-0.351237,1.026052,1.084650,-0.348632,1.165685,1.054930,-0.324893,0.883150,1.069541
987,9.870000,-0.351267,1.026035,1.084666,-0.348622,1.165692,1.054921,-0.324839,0.883051,1.069462
988,9.880000,-0.351231,1.026011,1.084668,-0.348568,1.165671,1.054929,-0.324998,0.883139,1.069513
989,9.890000,-0.351194,1.025969,1.084604,-0.348541,1.165653,1.054883,-0.324344,0.882858,1.069338
990,9.900000,-0.351207,1.025950,1.084575,-0.348507,1.165628,1.054891,-0.324865,0.882934,1.069407
991,9.910000,-0.351164,1.025939,1.084523,-0.348466,1.165616,1.054852,-0.324880,0.882939,1.069377
992,9.920000,-0.351145,1.025918,1.084476,-0.348446,1.165593,1.054838,-0.324905,0.882900,1.069291
993,9.930000,-0.351140,1.025889,1.084451,-0.348393,1.165582,1.054798,-0.324908,0.882910,1.069262
994,9.940000,-0.351134,1.025878,1.084420,-0.348360,1.165558,1.054783,-0.324938,0.882885,1.069215
995,9.950000,-0.351150,1.025892,1.084416,-0.349163,1.164649,1.054598,-0.324920,0.882867,1.069188
996,9.960000,-0.351131,1.025860,1.084359,-0.349400,1.164729,1.054590,-0.324890,0.882890,1.069133
997,9.970000,-0.351169,1.025874,1.084341,-0.348934,1.164854,1.054424,-0.324889,0.882864,1.069119
998,9.980000,-0.351131,1.025864,1.084328,-0.349166,1.164974,1.054346,-0.324908,0.882866,1.069089
999,9.990000,-0.351022,1.025807,1.084222,-0.349119,1.164957,1.054305,-0.324900,0.882811,1.069039
1000,10.000000,-0.350981,1.025810,1.084194,-0.349164,1.164967,1.054273,-0.324908,0.882815,1.069015
1001,10.010000,-0.350826,1.025761,1.084047,-0.349239,1.164973,1.054207,-0.324928,0.882794,1.068988
1002,10.020000,-0.350736,1.025761,1.083994,-0.349229,1.164978,1.054161,-0.324954,0.882785,1.068933
1003,10.030000,-0.350962,1.025747,1.083968,-0.349194,1.164945,1.054088,-0.325091,0.882872,1.068947
1004,10.040000,-0.350865,1.025724,1.083854,-0.349158,1.164972,1.054081,-0.325008,0.882772,1.068828
1005,10.050000,-0.350809,1.025742,1.083786,-0.349140,1.164971,1.054033,-0.325154,0.882864,1.068839
1006,10.060000,-0.350815,1.025752,1.083736,-0.349072,1.164966,1.053985,-0.325119,0.882836,1.068780
1007,10.070000,-0.350738,1.025722,1.083671,-0.348985,1.164955,1.053923,-0.325052,0.882725,1.068659
1008,10.080000,-0.350753,1.025715,1.083651,-0.349044,1.164960,1.053898,-0.325135,0.882833,1.068681
1009,10.090000,-0.350693,1.025695,1.083593,-0.349003,1.164949,1.053849,-0.325056,0.882691,1.068572
1010,10.100000,-0.350682,1.025673,1.083549,-0.348997,1.164932,1.053830,-0.325194,0.882660,1.068567
1011,10.110000,-0.350621,1.025654,1.083485,-0.348882,1.164919,1.053771,-0.325315,0.882579,1.068615
1012,10.120000,-0.350522,1.025624,1.083439,-0.348918,1.164911,1.053742,-0.325048,0.882436,1.068631
1013,10.130000,-0.350562,1.025620,1.083417,-0.348769,1.164885,1.053711,-0.324982,0.882479,1.068625
1014,10.140000,-0.350483,1.025589,1.083384,-0.348798,1.164870,1.053680,-0.325218,0.882557,1.068549
1015,10.150000,-0.350426,1.025552,1.083333,-0.348746,1.164833,1.053633,-0.324743,0.882643,1.068356
1016,10.160000,-0.350370,1.025530,1.083288,-0.348662,1.164813,1.053614,-0.324466,0.882536,1.068152
1017,10.170000,-0.350350,1.025538,1.083253,-0.348595,1.164797,1.053573,-0.323591,0.882188,1.067655
1018,10.180000,-0.350319,1.025509,1.083212,-0.348515,1.164792,1.053539,-0.324543,0.882568,1.067986
1019,10.190000,-0.350267,1.025496,1.083156,-0.348549,1.164779,1.053502,-0.323243,0.881958,1.067414
1020,10.200000,-0.350262,1.025492,1.083129,-0.348512,1.164779,1.053436,-0.323317,0.881864,1.067376
1021,10.210000,-0.350277,1.025491,1.083068,-0.348515,1.164764,1.053399,-0.323391,0.881699,1.067407
1022,10.220000,-0.350322,1.025467,1.083079,-0.348508,1.164759,1.053334,-0.324442,0.882476,1.067439
1023,10.230000,-0.350319,1.025466,1.082972,-0.348505,1.164759,1.053311,-0.325364,0.882687,1.067691
1024,10.240000,-0.350321,1.025445,1.082916,-0.348505,1.164745,1.053268,-0.325561,0.882281,1.067837
1025,10.250000,-0.350364,1.025451,1.082870,-0.348491,1.164737,1.053217,-0.325687,0.882843,1.067602
1026,10.260000,-0.350317,1.025424,1.082808,-0.348490,1.164716,1.053168,-0.325478,0.882579,1.067591
1027,10.270000,-0.350268,1.025403,1.082736,-0.348487,1.164714,1.053131,-0.325336,0.882307,1.067611
1028,10.280000,-0.350322,1.025407,1.082713,-0.348428,1.164689,1.053059,-0.325362,0.881863,1.067744
1029,10.290000,-0.350299,1.025396,1.082668,-0.348392,1.164693,1.053032,-0.324810,0.881741,1.067552
1030,10.300000,-0.350236,1.025386,1.082620,-0.348379,1.164672,1.052977,-0.324745,0.882314,1.067215
1031,10.310000,-0.350294,1.025384,1.082591,-0.348366,1.164664,1.052936,-0.324690,0.882322,1.067172
1032,10.320000,-0.350252,1.025383,1.082546,-0.348333,1.164650,1.052886,-0.324634,0.882267,1.067090
1033,10.330000,-0.350253,1.025385,1.082519,-0.348316,1.164661,1.052837,-0.324607,0.882264,1.067009
1034,10.340000,-0.350222,1.025386,1.082445,-0.348289,1.164630,1.052756,-0.324500,0.882202,1.066843
1035,10.350000,-0.350231,1.025413,1.082420,-0.348330,1.164637,1.052717,-0.324409,0.882160,1.066624
1036,10.360000,-0.350392,1.025414,1.082348,-0.348253,1.164630,1.052660,-0.324197,0.882028,1.066414
1037,10.370000,-0.350406,1.025432,1.082323,-0.348242,1.164629,1.052611,-0.323958,0.881898,1.066253
1038,10.380000,-0.350424,1.025457,1.082289,-0.348229,1.164632,1.052556,-0.323709,0.881777,1.066115
1039,10.390000,-0.350392,1.025467,1.082216,-0.348207,1.164650,1.052494,-0.323311,0.881566,1.065835
1040,10.400000,-0.350212,1.025277,1.081993,-0.348226,1.164639,1.052450,-0.322945,0.881323,1.065543
1041,10.410000,-0.350137,1.025240,1.081890,-0.348190,1.164644,1.052338,-0.322593,0.881096,1.065464
1042,10.420000,-0.350171,1.025223,1.081834,-0.348202,1.164630,1.052290,-0.322447,0.880915,1.065061
1043,10.430000,-0.350162,1.025246,1.081769,-0.348255,1.164631,1.052190,-0.322264,0.880676,1.064804
1044,10.440000,-0.350256,1.025246,1.081730,-0.348284,1.164620,1.052133,-0.326774,0.883296,1.066646
1045,10.450000,-0.350420,1.025261,1.081744,-0.348329,1.164624,1.052070,-0.326874,0.883333,1.066589
1046,10.460000,-0.350548,1.025312,1.081759,-0.348419,1.164615,1.052004,-0.327016,0.883358,1.066547
1047,10.470000,-0.350749,1.025398,1.081783,-0.348436,1.164614,1.051934,-0.327133,0.883375,1.066436
1048,10.480000,-0.350826,1.025392,1.081737,-0.348472,1.164588,1.051888,-0.327127,0.883390,1.066329
1049,10.490000,-0.350869,1.025370,1.081657,-0.348508,1.164594,1.051792,-0.327395,0.883439,1.066235
1050,10.500000,-0.350870,1.025370,1.081586,-0.348592,1.164590,1.051762,-0.327396,0.883452,1.066162
1051,10.510000,-0.350840,1.025248,1.081432,-0.348622,1.164577,1.051676,-0.327196,0.883372,1.066120
1052,10.520000,-0.350872,1.025255,1.081374,-0.348694,1.164567,1.051616,-0.326850,0.883273,1.066116
1053,10.530000,-0.350908,1.025250,1.081301,-0.348746,1.164563,1.051553,-0.326640,0.883188,1.066125
1054,10.540000,-0.350880,1.025254,1.081209,-0.348776,1.164570,1.051509,-0.326592,0.883143,1.066114
1055,10.550000,-0.350906,1.025228,1.081171,-0.348766,1.164569,1.051463,-0.326551,0.883114,1.066051
1056,10.560000,-0.350898,1.025228,1.081116,-0.348771,1.164563,1.051449,-0.326571,0.883119,1.066041
1057,10.570000,-0.350922,1.025215,1.081097,-0.348949,1.164599,1.051391,-0.326660,0.883149,1.065999
1058,10.580000,-0.350946,1.025225,1.081058,-0.349006,1.164614,1.051393,-0.326791,0.883229,1.065948
1059,10.590000,-0.350925,1.025222,1.080998,-0.349069,1.164624,1.051354,-0.326925,0.883235,1.065905
1060,10.600000,-0.351007,1.025230,1.081016,-0.349064,1.164629,1.051302,-0.325023,0.881574,1.065905
1061,10.610000,-0.350940,1.025238,1.080879,-0.349114,1.164645,1.051261,-0.325512,0.881730,1.065897
1062,10.620000,-0.350958,1.025256,1.080813,-0.349141,1.164678,1.051224,-0.325697,0.881878,1.065744
1063,10.630000,-0.351058,1.025283,1.080799,-0.349189,1.164715,1.051178,-0.325973,0.882055,1.065625
1064,10.640000,-0.350999,1.025306,1.080750,-0.349260,1.164747,1.051175,-0.326219,0.882172,1.065569
1065,10.650000,-0.351243,1.025435,1.080782,-0.349277,1.164758,1.051143,-0.326468,0.882308,1.065553
1066,10.660000,-0.350989,1.025347,1.080722,-0.349363,1.164783,1.051134,-0.326723,0.882505,1.065533
1067,10.670000,-0.351187,1.025381,1.080800,-0.349244,1.164734,1.051078,-0.324176,0.880813,1.066040
1068,10.680000,-0.351212,1.025476,1.080782,-0.349274,1.164736,1.051064,-0.324515,0.881166,1.066096
1069,10.690000,-0.351267,1.025468,1.080791,-0.349462,1.164770,1.051081,-0.324741,0.881653,1.066058
1070,10.700000,-0.351264,1.025456,1.080778,-0.349302,1.164688,1.050977,-0.324616,0.881954,1.066110
1071,10.710000,-0.350986,1.025325,1.080661,-0.349512,1.164761,1.051021,-0.324743,0.882275,1.066210
1072,10.720000,-0.350998,1.025316,1.080634,-0.349544,1.164730,1.051004,-0.325157,0.882669,1.066314
1073,10.730000,-0.351283,1.025412,1.080729,-0.349400,1.164664,1.050946,-0.325524,0.882802,1.066347
1074,10.740000,-0.351353,1.025400,1.080719,-0.349470,1.164651,1.050933,-0.325332,0.882926,1.066350
1075,10.750000,-0.351392,1.025393,1.080722,-0.349504,1.164610,1.050940,-0.325429,0.883099,1.066421
1076,10.760000,-0.351427,1.025381,1.080707,-0.349520,1.164581,1.050942,-0.328572,0.884495,1.065577
1077,10.770000,-0.351469,1.025378,1.080721,-0.349574,1.164562,1.050957,-0.328841,0.884622,1.065657
1078,10.780000,-0.351485,1.025370,1.080713,-0.349647,1.164543,1.050990,-0.326461,0.883050,1.065564
1079,10.790000,-0.351261,1.025221,1.080595,-0.349480,1.164414,1.051073,-0.326447,0.883033,1.065581
1080,10.800000,-0.351152,1.025114,1.080435,-0.349639,1.164263,1.051274,-0.326470,0.883012,1.065609
1081,10.810000,-0.351770,1.025011,1.080234,-0.349866,1.164139,1.051656,-0.326498,0.883030,1.065639
1082,10.820000,-0.352259,1.025437,1.080701,-0.348898,1.165066,1.051387,-0.326515,0.883029,1.065612
1083,10.830000,-0.352294,1.025446,1.080706,-0.348942,1.165078,1.051380,-0.326508,0.883017,1.065631
1084,10.840000,-0.352302,1.025424,1.080697,-0.348965,1.165064,1.051373,-0.326547,0.883025,1.065638
1085,10.850000,-0.352316,1.025441,1.080711,-0.348997,1.165066,1.051369,-0.326559,0.883019,1.065641
1086,10.860000,-0.352289,1.025412,1.080694,-0.349040,1.165058,1.051370,-0.326610,0.883028,1.065681
1087,10.870000,-0.352316,1.025424,1.080718,-0.349058,1.165044,1.051361,-0.326607,0.883040,1.065707
1088,10.880000,-0.352340,1.025413,1.080728,-0.349088,1.165020,1.051359,-0.326619,0.883014,1.065733
1089,10.890000,-0.352345,1.025414,1.080738,-0.349117,1.165007,1.051355,-0.326648,0.883023,1.065731
1090,10.900000,-0.352384,1.025388,1.080745,-0.349150,1.165009,1.051354,-0.326649,0.882998,1.065738
1091,10.910000,-0.352445,1.025384,1.080762,-0.349194,1.164994,1.051344,-0.326642,0.882949,1.065762
1092,10.920000,-0.352477,1.025366,1.080778,-0.349217,1.164974,1.051336,-0.326697,0.882979,1.065783
1093,10.930000,-0.352499,1.025358,1.080766,-0.349248,1.164961,1.051344,-0.326728,0.882978,1.065780
1094,10.940000,-0.352574,1.025360,1.080797,-0.349265,1.164952,1.051343,-0.326781,0.882970,1.065798
1095,10.950000,-0.352568,1.025354,1.080825,-0.349300,1.164955,1.051336,-0.326791,0.882919,1.065800
1096,10.960000,-0.352625,1.025350,1.080817,-0.349333,1.164954,1.051355,-0.326818,0.882922,1.065803
1097,10.970000,-0.352627,1.025329,1.080802,-0.349368,1.164960,1.051337,-0.326874,0.882934,1.065800
1098,10.980000,-0.352678,1.025341,1.080856,-0.349410,1.164957,1.051352,-0.326912,0.882930,1.065807
1099,10.990000,-0.352708,1.025324,1.080848,-0.349452,1.164966,1.051359,-0.327062,0.882978,1.065882
1100,11.000000,-0.352764,1.025320,1.080880,-0.349484,1.164948,1.051359,-0.327082,0.882965,1.065896
1101,11.010000,-0.352779,1.025320,1.080862,-0.349524,1.164950,1.051374,-0.327053,0.882928,1.065819
1102,11.020000,-0.352846,1.025324,1.080890,-0.349558,1.164947,1.051379,-0.327195,0.882965,1.065908
1103,11.030000,-0.352862,1.025319,1.080854,-0.349613,1.164960,1.051400,-0.327242,0.882978,1.065902
1104,11.040000,-0.352883,1.025301,1.080850,-0.349659,1.164963,1.051422,-0.327280,0.882964,1.065914
1105,11.050000,-0.352899,1.025283,1.080888,-0.349713,1.164962,1.051433,-0.327256,0.882934,1.065821
1106,11.060000,-0.352925,1.025254,1.080978,-0.349754,1.164950,1.051447,-0.327386,0.882980,1.065911
1107,11.070000,-0.352822,1.025193,1.081112,-0.349795,1.164964,1.051462,-0.327511,0.882993,1.065878
1108,11.080000,-0.352717,1.025139,1.081259,-0.349830,1.164959,1.051472,-0.327580,0.883003,1.065876
1109,11.090000,-0.352730,1.025137,1.081418,-0.349876,1.164958,1.051476,-0.327628,0.883002,1.065872
1110,11.100000,-0.353058,1.025233,1.081648,-0.349938,1.164945,1.051507,-0.327696,0.882978,1.065923
1111,11.110000,-0.353489,1.025351,1.081816,-0.349990,1.164955,1.051507,-0.327716,0.882986,1.065855
1112,11.120000,-0.353652,1.025435,1.082034,-0.350010,1.164957,1.051514,-0.327776,0.882992,1.065848
1113,11.130000,-0.353866,1.025495,1.082274,-0.350051,1.164960,1.051530,-0.327888,0.882976,1.065886
1114,11.140000,-0.354081,1.025575,1.082558,-0.350073,1.164946,1.051553,-0.327925,0.882993,1.065879
1115,11.150000,-0.354077,1.025584,1.082837,-0.350087,1.164949,1.051549,-0.327992,0.882984,1.065872
1116,11.160000,-0.354061,1.025706,1.080814,-0.350153,1.164947,1.051566,-0.328036,0.882988,1.065885
1117,11.170000,-0.354417,1.025813,1.081026,-0.350162,1.164932,1.051561,-0.328086,0.882982,1.065871
1118,11.180000,-0.354107,1.025719,1.080794,-0.350216,1.164963,1.051556,-0.328185,0.883009,1.065859
1119,11.190000,-0.354456,1.025840,1.080992,-0.350243,1.164980,1.051557,-0.328239,0.883015,1.065863
1120,11.200000,-0.354549,1.025875,1.081012,-0.350284,1.164998,1.051542,-0.328351,0.883035,1.065861
1121,11.210000,-0.354580,1.025901,1.081007,-0.350327,1.165020,1.051566,-0.328479,0.883079,1.065840
1122,11.220000,-0.354665,1.025928,1.081043,-0.350394,1.165030,1.051558,-0.328526,0.883071,1.065835
1123,11.230000,-0.354722,1.025964,1.081060,-0.350405,1.165049,1.051580,-0.328575,0.883099,1.065844
1124,11.240000,-0.354771,1.025970,1.081101,-0.350441,1.165071,1.051593,-0.328621,0.883122,1.065864
1125,11.250000,-0.354814,1.025985,1.081138,-0.350458,1.165066,1.051612,-0.328674,0.883115,1.065868
1126,11.260000,-0.354835,1.025992,1.081150,-0.350492,1.165068,1.051627,-0.328671,0.883129,1.065898
1127,11.270000,-0.354858,1.025984,1.081162,-0.350518,1.165045,1.051637,-0.328730,0.883117,1.065924
1128,11.280000,-0.354896,1.025991,1.081182,-0.350569,1.165049,1.051670,-0.328757,0.883116,1.065963
1129,11.290000,-0.354943,1.025995,1.081238,-0.350612,1.165002,1.051661,-0.328762,0.883094,1.065980
1130,11.300000,-0.355011,1.026005,1.081239,-0.350641,1.165025,1.051700,-0.328834,0.883099,1.066000
1131,11.310000,-0.355001,1.025975,1.081238,-0.350681,1.164998,1.051727,-0.328878,0.883075,1.066036
1132,11.320000,-0.355105,1.026001,1.081303,-0.350748,1.164996,1.051731,-0.328931,0.883095,1.066043
1133,11.330000,-0.355141,1.025998,1.081309,-0.350797,1.165016,1.051777,-0.328957,0.883082,1.066058
1134,11.340000,-0.355244,1.026041,1.081432,-0.350830,1.164990,1.051794,-0.329017,0.883089,1.066092
1135,11.350000,-0.355280,1.026031,1.081414,-0.350890,1.165003,1.051809,-0.329086,0.883095,1.066087
1136,11.360000,-0.355326,1.026048,1.081408,-0.350947,1.165014,1.051835,-0.329147,0.883118,1.066110
1137,11.370000,-0.355320,1.026002,1.081343,-0.350996,1.165008,1.051860,-0.329221,0.883133,1.066129
1138,11.380000,-0.355485,1.026082,1.081485,-0.351064,1.165021,1.051879,-0.329277,0.883143,1.066150
1139,11.390000,-0.355530,1.026072,1.081505,-0.351127,1.165034,1.051903,-0.329345,0.883122,1.066167
1140,11.400000,-0.355608,1.026100,1.081544,-0.351201,1.165054,1.051907,-0.329422,0.883153,1.066214
1141,11.410000,-0.355664,1.026098,1.081550,-0.351231,1.165050,1.051935,-0.329464,0.883149,1.066216
1142,11.420000,-0.355755,1.026132,1.081619,-0.351309,1.165044,1.051944,-0.329483,0.883177,1.066235
1143,11.430000,-0.355843,1.026155,1.081671,-0.351358,1.165039,1.051964,-0.329528,0.883156,1.066274
1144,11.440000,-0.355854,1.026167,1.081689,-0.351376,1.165069,1.051993,-0.329530,0.883196,1.066319
1145,11.450000,-0.355923,1.026177,1.081738,-0.351418,1.165064,1.051998,-0.329547,0.883186,1.066377
1146,11.460000,-0.356053,1.026216,1.081870,-0.351429,1.165052,1.052019,-0.329555,0.883169,1.066393
1147,11.470000,-0.355964,1.026175,1.081813,-0.351478,1.165045,1.052048,-0.329557,0.883197,1.066432
1148,11.480000,-0.356023,1.026198,1.081855,-0.351484,1.165061,1.052058,-0.329555,0.883179,1.066470
1149,11.490000,-0.356033,1.026205,1.081904,-0.351508,1.165064,1.052079,-0.329510,0.883178,1.066512
1150,11.500000,-0.356078,1.026224,1.081957,-0.351522,1.165062,1.052104,-0.329552,0.883200,1.066563
1151,11.510000,-0.356031,1.026225,1.081946,-0.351519,1.165075,1.052094,-0.329569,0.883229,1.066624
1152,11.520000,-0.356019,1.026220,1.081964,-0.351524,1.165088,1.052141,-0.329560,0.883217,1.066656
1153,11.530000,-0.355993,1.026214,1.081960,-0.351522,1.165074,1.052169,-0.329510,0.883212,1.066658
1154,11.540000,-0.355724,1.026102,1.081727,-0.351539,1.165089,1.052178,-0.327525,0.883033,1.065655
1155,11.550000,-0.356086,1.026238,1.082050,-0.351546,1.165078,1.052200,-0.327082,0.882979,1.065439
1156,11.560000,-0.356137,1.026250,1.082103,-0.351558,1.165078,1.052220,-0.326986,0.882973,1.065418
1157,11.570000,-0.355993,1.026186,1.082036,-0.351559,1.165072,1.052239,-0.326921,0.882974,1.065429
1158,11.580000,-0.356088,1.026226,1.082094,-0.351568,1.165062,1.052259,-0.326874,0.882933,1.065462
1159,11.590000,-0.356085,1.026209,1.082112,-0.351567,1.165051,1.052268,-0.326888,0.882888,1.065487
1160,11.600000,-0.356076,1.026211,1.082127,-0.351595,1.165046,1.052291,-0.326845,0.882742,1.065589
1161,11.610000,-0.356099,1.026217,1.082176,-0.351577,1.165050,1.052314,-0.327026,0.882824,1.065686
1162,11.620000,-0.356054,1.026190,1.082151,-0.351630,1.165054,1.052351,-0.326923,0.882742,1.065680
1163,11.630000,-0.356079,1.026212,1.082177,-0.351624,1.165051,1.052383,-0.326598,0.882463,1.065660
1164,11.640000,-0.356028,1.026195,1.082169,-0.351609,1.165069,1.052410,-0.326499,0.882343,1.065699
1165,11.650000,-0.355968,1.026212,1.082176,-0.351611,1.165084,1.052410,-0.326487,0.882366,1.065717
1166,11.660000,-0.356027,1.026257,1.082244,-0.351605,1.165099,1.052482,-0.326239,0.882091,1.065736
1167,11.670000,-0.356017,1.026259,1.082243,-0.351600,1.165101,1.052499,-0.326175,0.882033,1.065764
1168,11.680000,-0.355954,1.026242,1.082207,-0.351596,1.165107,1.052491,-0.326196,0.882113,1.065785
1169,11.690000,-0.355907,1.026248,1.082206,-0.351595,1.165128,1.052512,-0.326116,0.882114,1.065789
1170,11.700000,-0.355991,1.026307,1.082289,-0.351572,1.165126,1.052478,-0.326107,0.882132,1.065808
1171,11.710000,-0.355902,1.026303,1.082243,-0.351561,1.165155,1.052464,-0.326094,0.882184,1.065797
1172,11.720000,-0.356079,1.026380,1.082411,-0.351529,1.165149,1.052483,-0.326081,0.882298,1.065796
1173,11.730000,-0.355933,1.026372,1.082343,-0.351493,1.165175,1.052483,-0.326069,0.882361,1.065792
1174,11.740000,-0.355825,1.026364,1.082322,-0.351412,1.165188,1.052500,-0.326076,0.882370,1.065833
1175,11.750000,-0.355719,1.026340,1.082279,-0.351395,1.165197,1.052512,-0.326064,0.882385,1.065828
1176,11.760000,-0.355672,1.026342,1.082283,-0.351320,1.165217,1.052509,-0.325926,0.882363,1.065872
1177,11.770000,-0.355625,1.026341,1.082278,-0.351290,1.165242,1.052458,-0.325826,0.882324,1.065866
1178,11.780000,-0.355512,1.026342,1.082229,-0.351240,1.165273,1.052434,-0.325731,0.882352,1.065826
1179,11.790000,-0.355439,1.026355,1.082195,-0.351188,1.165303,1.052435,-0.325665,0.882353,1.065797
1180,11.800000,-0.355386,1.026393,1.082186,-0.351137,1.165370,1.052413,-0.325601,0.882350,1.065766
1181,11.810000,-0.355380,1.026423,1.082179,-0.351081,1.165415,1.052396,-0.325532,0.882363,1.065732
1182,11.820000,-0.355215,1.026448,1.082110,-0.351014,1.165474,1.052380,-0.325437,0.882355,1.065705
1183,11.830000,-0.355196,1.026490,1.082109,-0.350964,1.165532,1.052392,-0.325249,0.882376,1.065609
1184,11.840000,-0.355015,1.026511,1.082037,-0.350901,1.165576,1.052396,-0.325131,0.882416,1.065539
1185,11.850000,-0.354863,1.026508,1.082011,-0.350828,1.165635,1.052414,-0.325102,0.882460,1.065579
1186,11.860000,-0.354779,1.026552,1.081989,-0.350766,1.165661,1.052410,-0.325052,0.882516,1.065556
1187,11.870000,-0.354651,1.026554,1.081953,-0.350720,1.165697,1.052415,-0.325106,0.882656,1.065599
1188,11.880000,-0.354578,1.026559,1.081972,-0.350629,1.165744,1.052474,-0.325639,0.883119,1.065775
1189,11.890000,-0.354517,1.026577,1.081969,-0.350575,1.165767,1.052474,-0.326151,0.883757,1.065865
1190,11.900000,-0.353987,1.026337,1.083980,-0.350512,1.165800,1.052490,-0.327442,0.883674,1.066661
1191,11.910000,-0.354266,1.026556,1.083626,-0.350497,1.165842,1.052492,-0.327402,0.883663,1.066694
1192,11.920000,-0.354028,1.026543,1.081769,-0.350566,1.165886,1.052464,-0.327307,0.883698,1.066694
1193,11.930000,-0.354230,1.026543,1.081684,-0.350830,1.165888,1.052435,-0.327211,0.883723,1.066817
1194,11.940000,-0.353619,1.026937,1.083867,-0.351321,1.165836,1.052421,-0.334351,0.886024,1.065710
